sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to
13,0.0,-500.0,1,4
10,0.0,-500.0,1,4
4,97.0,-1128750.0,1,4
5,104.0,-1128750.0,1,4
1,109.0,-1128750.0,1,4
5,851.0,-1128750.0,1,4
5,869.0,-1128750.0,1,4
4,878.0,-500.0,1,4
5,880.0,-500.0,1,4
5,890.0,-500.0,1,4
4,890.0,-850.0,1,4
5,891.0,-850.0,1,4
1,901.0,-850.0,1,4
5,901.0,-850.0,1,4
4,902.0,-100.0,1,4
5,909.0,-100.0,1,4
12,1030.0,-100.0,1,4
8,1031.0,-100.0,1,4
9,1050.0,-100.0,1,4
14,1050.0,-100.0,1,4
14,1050.0,-100.0,1,4
14,1050.0,-100.0,1,4
14,1050.0,-100.0,1,4
14,1050.0,-100.0,1,4
14,1050.0,-100.0,1,4
14,1050.0,-100.0,1,4
14,1050.0,-100.0,1,4
14,1050.0,-100.0,1,4
14,1050.0,-100.0,1,4
14,1050.0,-100.0,1,4
14,1050.0,-100.0,1,4
14,1050.0,-100.0,1,4
14,1050.0,-100.0,1,4
14,1050.0,-100.0,1,4
14,1050.0,-100.0,1,4
14,1050.0,-100.0,1,4
