sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to
13,0.0,-232050.0,1,4
10,0.0,-232050.0,1,4
4,5.0,-1142800.0,1,4
5,12.0,-1142800.0,1,4
1,28.0,-1142800.0,1,4
4,77.0,-300.0,1,4
1,77.0,-300.0,1,4
7,80.0,-300.0,1,4
5,80.0,-300.0,1,4
4,82.0,-264100.0,1,4
5,88.0,-264100.0,1,4
12,130.0,-264100.0,1,4
8,131.0,-264100.0,1,4
9,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
14,150.0,-264100.0,1,4
