sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to
13,0.0,-400.0,1,11
10,0.0,-400.0,1,11
4,39.0,-1128700.0,1,11
5,46.0,-1128700.0,1,11
1,48.0,-1128700.0,1,11
5,68.0,-1128700.0,1,11
5,75.0,-1128700.0,1,11
5,79.0,-1128700.0,1,11
5,88.0,-1128700.0,1,11
4,103.0,-450.0,1,11
5,104.0,-450.0,1,11
5,114.0,-450.0,1,11
5,115.0,-450.0,1,11
1,131.0,-450.0,1,11
5,132.0,-450.0,1,11
4,132.0,-200.0,1,11
5,139.0,-200.0,1,11
12,152.0,-200.0,1,11
8,152.0,-200.0,1,11
9,170.0,-200.0,1,11
14,170.0,-200.0,1,11
14,170.0,-200.0,1,11
14,170.0,-200.0,1,11
14,170.0,-200.0,1,11
14,170.0,-200.0,1,11
14,170.0,-200.0,1,11
14,170.0,-200.0,1,11
14,170.0,-200.0,1,11
14,170.0,-200.0,1,11
14,170.0,-200.0,1,11
14,170.0,-200.0,1,11
14,170.0,-200.0,1,11
14,170.0,-200.0,1,11
14,170.0,-200.0,1,11
14,170.0,-200.0,1,11
14,170.0,-200.0,1,11
