sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to
13,0.0,-300.0,1,4
10,0.0,-300.0,1,4
4,8.0,-1196150.0,1,4
5,15.0,-1196150.0,1,4
1,38.0,-1196150.0,1,4
12,39.0,-1196150.0,1,4
8,40.0,-1196150.0,1,4
1,80.0,-1196150.0,1,4
5,85.0,-1196150.0,1,4
4,86.0,-500.0,1,4
5,93.0,-500.0,1,4
2,141.0,-500.0,1,4
9,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
14,141.0,-500.0,1,4
