sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to
13,0.0,-246850.0,1,4
10,0.0,-246850.0,1,4
4,25.0,-1157900.0,1,4
5,32.0,-1157900.0,1,4
1,35.0,-1157900.0,1,4
1,130.0,-1157900.0,1,4
4,131.0,-200.0,1,4
5,134.0,-200.0,1,4
4,135.0,-344750.0,1,4
5,136.0,-344750.0,1,4
7,136.0,-344750.0,1,4
4,137.0,-360500.0,1,4
5,143.0,-360500.0,1,4
12,194.0,-360500.0,1,4
8,195.0,-360500.0,1,4
9,215.0,-360500.0,1,4
14,215.0,-360500.0,1,4
14,215.0,-360500.0,1,4
14,215.0,-360500.0,1,4
14,215.0,-360500.0,1,4
14,215.0,-360500.0,1,4
14,215.0,-360500.0,1,4
14,215.0,-360500.0,1,4
14,215.0,-360500.0,1,4
14,215.0,-360500.0,1,4
14,215.0,-360500.0,1,4
14,215.0,-360500.0,1,4
14,215.0,-360500.0,1,4
14,215.0,-360500.0,1,4
14,215.0,-360500.0,1,4
14,215.0,-360500.0,1,4
14,215.0,-360500.0,1,4
14,215.0,-360500.0,1,4
14,215.0,-360500.0,1,4
14,215.0,-360500.0,1,4
14,215.0,-360500.0,1,4
