sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to
10,0.0,-250.0,1,1
4,2.0,-1128650.0,1,1
5,9.0,-1128650.0,1,1
1,16.0,-1128650.0,1,1
1,452.0,-1128650.0,1,1
1,477.0000000000001,-1128650.0,1,1
4,500.0000000000001,-550.0,1,1
5,509.0000000000001,-550.0,1,1
12,558.0,-550.0,1,1
8,559.0,-550.0,1,1
4,564.0,-1593800.0,1,1
5,565.0,-1593800.0,1,1
9,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
0,586.0,-1593800.0,1,1
