sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to
10,0.0,-300.0,1,4
4,20.0,-1165100.0,1,4
5,27.0,-1165100.0,1,4
1,37.0,-1165100.0,1,4
1,99.0,-1165100.0,1,4
4,100.0,-650.0,1,4
5,107.0,-650.0,1,4
12,150.0,-650.0,1,4
8,151.0,-650.0,1,4
2,170.0,-650.0,1,4
9,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
0,170.0,-650.0,1,4
