sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to
10,0.0,-244400.0,1,10
4,5.0,-1154850.0,1,10
5,12.0,-1154850.0,1,10
1,25.0,-1154850.0,1,10
1,51.0,-1154850.0,1,10
4,85.0,50.0,1,10
5,89.0,50.0,1,10
4,95.0,-453000.0,1,10
5,96.0,-453000.0,1,10
4,96.0,-455400.0,1,10
5,97.0,-455400.0,1,10
7,99.0,-455400.0,1,10
4,99.0,-464650.0,1,10
5,105.0,-464650.0,1,10
12,173.0,-464650.0,1,10
8,174.0,-464650.0,1,10
9,194.0,-464650.0,1,10
0,194.0,-464650.0,1,10
0,194.0,-464650.0,1,10
0,194.0,-464650.0,1,10
0,194.0,-464650.0,1,10
0,194.0,-464650.0,1,10
0,194.0,-464650.0,1,10
0,194.0,-464650.0,1,10
0,194.0,-464650.0,1,10
0,194.0,-464650.0,1,10
0,194.0,-464650.0,1,10
0,194.0,-464650.0,1,10
0,194.0,-464650.0,1,10
0,194.0,-464650.0,1,10
0,194.0,-464650.0,1,10
0,194.0,-464650.0,1,10
0,194.0,-464650.0,1,10
0,194.0,-464650.0,1,10
0,194.0,-464650.0,1,10
0,194.0,-464650.0,1,10
