sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to
10,0.0,-276950.0,1,4
4,58.00000000000001,-1267900.0,1,4
5,65.0,-1267900.0,1,4
1,67.0,-1267900.0,1,4
1,222.0,-1267900.0,1,4
4,225.0,-350.0,1,4
5,232.0,-350.0,1,4
12,354.0,-350.0,1,4
8,354.0,-350.0,1,4
9,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
0,373.0,-350.0,1,4
