sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to
10,0.0,-150.0,1,11
4,17.0,-1128700.0,1,11
5,24.0,-1128700.0,1,11
12,63.00000000000001,-1128700.0,1,11
8,64.0,-1128700.0,1,11
1,77.0,-1128700.0,1,11
5,83.0,-1128700.0,1,11
5,84.0,-1128700.0,1,11
5,100.0,-1128700.0,1,11
5,160.0,-1128700.0,1,11
4,160.0,-400.0,1,11
5,170.0,-400.0,1,11
12,182.0,-400.0,1,11
8,218.0,-400.0,1,11
2,237.0,-400.0,1,11
9,237.0,-400.0,1,11
0,237.0,-400.0,1,11
0,237.0,-400.0,1,11
0,237.0,-400.0,1,11
0,237.0,-400.0,1,11
0,237.0,-400.0,1,11
0,237.0,-400.0,1,11
0,237.0,-400.0,1,11
0,237.0,-400.0,1,11
0,237.0,-400.0,1,11
0,237.0,-400.0,1,11
0,237.0,-400.0,1,11
0,237.0,-400.0,1,11
0,237.0,-400.0,1,11
0,237.0,-400.0,1,11
0,237.0,-400.0,1,11
0,237.0,-400.0,1,11
0,237.0,-400.0,1,11
0,237.0,-400.0,1,11
0,237.0,-400.0,1,11
0,237.0,-400.0,1,11
