sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to
10,0.0,-550.0,1,11
4,12.0,-1188000.0,1,11
12,14.0,-1188000.0,1,11
5,19.0,-1188000.0,1,11
1,62.00000000000001,-1188000.0,1,11
1,194.0,-1188000.0,1,11
4,196.0,-300.0,1,11
5,204.0,-300.0,1,11
8,233.0,-300.0,1,11
9,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
0,253.0,-300.0,1,11
